input,block1,block2,block3,kpack,matrix_instr_nonkdim,num_stages,num_warps,waves_per_eu,timing
[('cuda' 'torch.bfloat16' 512 7456 7488 1 0) ('cuda' 'torch.bfloat16' 7456 2048 2048 1 0)],128,64,128,2,16,2,8,0,0.1679690033197403
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,16,32,2,0,2,2,0,0.1583549976348877
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,16,32,2,16,2,2,0,0.13548099994659424
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,128,32,2,0,2,4,0,0.22373099625110626
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,128,32,2,16,2,4,0,0.17397800087928772
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,32,64,2,0,2,8,0,0.32616400718688965
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],32,32,64,2,16,2,8,0,0.16019700467586517
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,32,2,0,2,8,0,0.2099519968032837
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,32,2,16,2,8,0,0.15991699695587158
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,32,2,0,2,4,0,0.12198100239038467
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,32,2,16,2,4,0,0.13423900306224823
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,16,64,2,0,2,4,0,0.20097799599170685
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,16,64,2,16,2,4,0,0.20855000615119934
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,64,2,0,2,4,0,0.12121900171041489
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,64,2,16,2,4,0,0.13992799818515778
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,64,64,2,0,2,8,0,0.11296699941158295
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,64,64,2,16,2,8,0,0.12254100292921066
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,64,2,0,2,4,0,0.09185600280761719
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,64,2,16,2,4,0,0.1158519983291626
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,128,2,0,2,4,0,0.14429299533367157
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,128,2,16,2,4,0,0.17662200331687927
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,128,2,0,2,8,0,0.11412899941205978
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,32,128,2,16,2,8,0,0.16147999465465546
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,64,128,2,0,2,4,0,0.127469003200531
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,64,128,2,16,2,4,0,0.16740800440311432
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,128,2,0,2,4,0,0.13656200468540192
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],64,128,128,2,16,2,4,0,0.17417800426483154
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,64,2,0,2,4,0,0.13916699588298798
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,64,2,16,2,4,0,0.16772900521755219
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,64,2,0,2,8,0,0.11625300347805023
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,64,2,16,2,8,0,0.16223999857902527
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,128,2,0,2,8,0,0.1611189991235733
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,128,2,16,2,8,0,0.22521400451660156
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,128,2,0,2,4,0,0.179626002907753
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,32,128,2,16,2,4,0,0.22593499720096588
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,64,128,2,0,2,4,0,0.18607600033283234
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,64,128,2,16,2,4,0,0.23410700261592865
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,64,128,2,0,2,8,0,0.17221499979496002
[('cuda' 'torch.bfloat16' 2048 7456 1 2048 0) ('cuda' 'torch.bfloat16' 7456 512 512 1 0)],128,64,128,2,16,2,8,0,0.25033101439476013
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,16,32,2,0,2,2,0,0.21031199395656586
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,16,32,2,16,2,2,0,0.16224099695682526
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,128,32,2,0,2,4,0,0.18303099274635315
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,128,32,2,16,2,4,0,0.10639800131320953
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,32,64,2,0,2,8,0,0.2777320146560669
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],32,32,64,2,16,2,8,0,0.10960199683904648
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,32,2,0,2,8,0,0.17598100006580353
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,32,2,16,2,8,0,0.11300799995660782
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,32,2,0,2,4,0,0.10960300266742706
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,32,2,16,2,4,0,0.08512599766254425
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,16,64,2,0,2,4,0,0.10275200009346008
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,16,64,2,16,2,4,0,0.09482000023126602
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,64,2,0,2,4,0,0.07254700362682343
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,64,2,16,2,4,0,0.077394999563694
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,64,64,2,0,2,8,0,0.10443499684333801
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,64,64,2,16,2,8,0,0.08007799834012985
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,64,2,0,2,4,0,0.07054399698972702
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,64,2,16,2,4,0,0.07471100240945816
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,128,2,0,2,4,0,0.05768600106239319
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,128,2,16,2,4,0,0.054680999368429184
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,128,2,0,2,8,0,0.06858199834823608
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,32,128,2,16,2,8,0,0.07214699685573578
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,64,128,2,0,2,4,0,0.054600998759269714
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,64,128,2,16,2,4,0,0.05315899848937988
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,128,2,0,2,4,0,0.0723470002412796
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],64,128,128,2,16,2,4,0,0.07326900213956833
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,64,2,0,2,4,0,0.059328000992536545
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,64,2,16,2,4,0,0.056042999029159546
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,64,2,0,2,8,0,0.07378900051116943
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,64,2,16,2,8,0,0.07443100214004517
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,128,2,0,2,8,0,0.05764500051736832
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,128,2,16,2,8,0,0.05504100024700165
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,128,2,0,2,4,0,0.061090998351573944
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,32,128,2,16,2,4,0,0.05696500092744827
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,64,128,2,0,2,4,0,0.059046998620033264
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,64,128,2,16,2,4,0,0.056963998824357986
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,64,128,2,0,2,8,0,0.052997998893260956
[('cuda' 'torch.bfloat16' 7456 2048 2048 1 0) ('cuda' 'torch.bfloat16' 2048 512 512 1 0)],128,64,128,2,16,2,8,0,0.0538799986243248
