kernel_name,size_hints,chosen_us,config,n_spills
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",7.04,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 128}",6.44,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",6.4799999999999995,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",6.760999999999999,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 512}",6.720000000000001,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 1024}",8.6,XBLOCK=4 R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 512, 'r0_': 512}",10.76,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",8.6,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 512}",7.4,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",6.720000000000001,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",6.681,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",7.28,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 512}",18.28,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",6.4799999999999995,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",9.521,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",18.28,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 128}",6.159999999999999,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 512}",7.0,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",9.48,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 128}",6.8,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 512}",9.24,R0_BLOCK=dyn num_warps=4,0
