kernel_name,size_hints,fastest_us,config
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",18.2,XBLOCK=1 num_warps=1
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 128}",18.401,XBLOCK=1 waves_per_eu=2 num_warps=2
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",18.56,XBLOCK=1 waves_per_eu=2 num_warps=4
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",18.6,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 512}",18.52,XBLOCK=1 waves_per_eu=2 num_warps=4
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 1024}",19.641,XBLOCK=1 num_warps=2
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 512, 'r0_': 512}",19.041,XBLOCK=4 num_warps=4
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",18.6,XBLOCK=1 num_warps=1
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 512}",18.64,XBLOCK=1 waves_per_eu=2 num_warps=2
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",18.52,XBLOCK=1 num_warps=2
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",18.561,XBLOCK=1 num_warps=2
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",18.921,XBLOCK=1 num_warps=2
triton_per_fused_mean_2,"{'x': 1, 'r0_': 512}",18.64,XBLOCK=1 waves_per_eu=2 num_warps=4
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",18.72,XBLOCK=1 waves_per_eu=2 num_warps=1
