kernel_name,size_hints,a_us,b_us,speedup_BoverA,a_config,b_config,config_changed
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 4096}",22.68,19.48,1.1643,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=128 YBLOCK=16 num_warps=8,yes
triton_poi_fused_add_mul_permute_0,"{'y': 64, 'x': 1024}",20.84,18.761,1.1108,XBLOCK=32 YBLOCK=4 num_warps=2,XBLOCK=64 YBLOCK=2 num_warps=2,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 1024, 'x': 1024}",21.761,20.001,1.088,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=32 num_warps=4,no
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 1048576},23.720000000000002,22.441,1.057,XBLOCK=2048 num_warps=4,XBLOCK=2048 num_warps=4,no
triton_poi_fused_add_mul_transpose_0,"{'y': 8192, 'x': 2048}",41.361000000000004,39.481,1.0476,XBLOCK=128 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=64 num_warps=4,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 65536},22.8,21.801000000000002,1.0458,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 65536}",58.241,55.882,1.0422,XBLOCK=64 YBLOCK=64 num_warps=4,XBLOCK=64 YBLOCK=64 num_warps=4,no
triton_poi_fused_add_mul_permute_0,"{'y': 512, 'x': 16384}",38.441,36.921,1.0412,XBLOCK=256 YBLOCK=16 num_warps=8,XBLOCK=64 YBLOCK=64 num_warps=4,yes
triton_poi_fused_gelu_0,{'x': 4194304},22.48,21.680999999999997,1.0369,XBLOCK=256 num_warps=2,XBLOCK=512 num_warps=4,yes
triton_poi_fused_add_div_mean_std_sub_3,{'x': 1048576},23.599999999999998,22.8,1.0351,XBLOCK=2048 num_warps=8,XBLOCK=2048 num_warps=4,yes
triton_poi_fused_leaky_relu_0,{'x': 2097152},19.361,18.72,1.0342,XBLOCK=256 num_warps=2,XBLOCK=512 num_warps=4,yes
triton_poi_fused_leaky_relu_0,{'x': 4096},18.841,18.24,1.0329,XBLOCK=1024 num_warps=8,XBLOCK=256 num_warps=4,yes
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 262144},22.881,22.16,1.0325,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
