kernel_name,size_hints,a_us,b_us,speedup_BoverA,a_config,b_config,config_changed
triton_poi_fused_add_mul_transpose_0,"{'y': 1024, 'x': 1024}",21.761,19.84,1.0968,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=32 num_warps=8,yes
triton_poi_fused_add_mul_permute_0,"{'y': 64, 'x': 1024}",20.84,19.68,1.0589,XBLOCK=32 YBLOCK=4 num_warps=2,XBLOCK=64 YBLOCK=2 num_warps=2,yes
triton_poi_fused_gelu_0,{'x': 4194304},22.48,21.64,1.0388,XBLOCK=256 num_warps=2,XBLOCK=512 num_warps=4,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 65536},22.8,21.96,1.0383,XBLOCK=512 num_warps=8,XBLOCK=128 num_warps=2,yes
triton_poi_fused_mul_relu_0,{'x': 4096},18.64,18.04,1.0333,XBLOCK=256 num_warps=2,XBLOCK=128 num_warps=2,yes
triton_poi_fused_leaky_relu_0,{'x': 512},18.881,18.48,1.0217,XBLOCK=512 num_warps=4,XBLOCK=128 num_warps=2,yes
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",18.561,18.28,1.0154,R0_BLOCK=dyn num_warps=2,R0_BLOCK=dyn num_warps=1,yes
triton_poi_fused_tanh_0,{'x': 65536},18.96,18.68,1.015,XBLOCK=1024 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_gelu_0,{'x': 2097152},19.279999999999998,19.001,1.0147,XBLOCK=1024 num_warps=8,XBLOCK=512 num_warps=8,yes
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",18.880000000000003,18.641000000000002,1.0128,R0_BLOCK=dyn num_warps=1,R0_BLOCK=dyn num_warps=1,no
triton_poi_fused_silu_0,{'x': 262144},18.96,18.72,1.0128,XBLOCK=4096 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 4096}",22.68,22.4,1.0125,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=32 num_warps=8,yes
triton_per_fused_std_4,"{'x': 1, 'r0_': 512}",18.841,18.641000000000002,1.0107,R0_BLOCK=dyn num_warps=2,R0_BLOCK=dyn num_warps=4,yes
triton_poi_fused_mul_0,{'x': 32768},18.921,18.72,1.0107,XBLOCK=2048 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_red_fused_add_gelu_mean_mul_std_0,"{'x': 128, 'r0_': 8192}",23.961,23.721,1.0101,R0_BLOCK=4096 waves_per_eu=2 num_warps=8,R0_BLOCK=8192 num_warps=8,yes
triton_red_fused_add_div_mean_mul_var_4,"{'x': 8, 'r0_': 8192}",20.36,20.160999999999998,1.0099,R0_BLOCK=4096 waves_per_eu=2 num_warps=4,R0_BLOCK=8192 num_warps=8,yes
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",18.68,18.521,1.0086,R0_BLOCK=dyn num_warps=2,R0_BLOCK=dyn num_warps=1,yes
triton_poi_fused_leaky_relu_0,{'x': 4096},18.841,18.681,1.0086,XBLOCK=1024 num_warps=8,XBLOCK=128 num_warps=2,yes
triton_red_fused_var_5,"{'x': 512, 'r0_': 8192}",20.681,20.521,1.0078,R0_BLOCK=8192 num_warps=4,R0_BLOCK=8192 num_warps=4,no
triton_red_fused_add_div_mean_mul_var_4,"{'x': 128, 'r0_': 8192}",21.48,21.32,1.0075,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,R0_BLOCK=8192 num_warps=8,yes
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",18.641000000000002,18.521,1.0065,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,R0_BLOCK=dyn num_warps=4,yes
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",18.72,18.601,1.0064,R0_BLOCK=dyn num_warps=2,R0_BLOCK=dyn num_warps=1,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 8192, 'x': 8192}",227.006,225.687,1.0058,XBLOCK=128 YBLOCK=128 num_warps=8,XBLOCK=128 YBLOCK=128 num_warps=8,no
