kernel_name,size_hints,chosen_us,config,n_spills
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",6.52,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 128}",6.241,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",6.6,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",6.4,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 512}",6.64,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 1024}",7.28,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 512, 'r0_': 512}",7.720000000000001,XBLOCK=4 R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",6.56,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 512}",6.64,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",6.001,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",6.721,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",6.680000000000001,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 512}",6.36,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",6.2,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",6.4,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",6.481,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 128}",6.159999999999999,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 512}",6.64,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",6.681,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 128}",6.6,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 512}",6.760000000000001,R0_BLOCK=dyn num_warps=4,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 1048576},11.321,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 262144},13.92,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 32768},15.08,XBLOCK=256 num_warps=4,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 65536},9.041,XBLOCK=128 num_warps=2,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 1048576},10.84,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 262144},6.64,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 32768},6.52,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 4194304},14.0,XBLOCK=2048 num_warps=4,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 1048576},11.639999999999999,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 262144},6.64,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 32768},6.760000000000001,XBLOCK=128 num_warps=2,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 4194304},22.96,XBLOCK=2048 num_warps=8,0
triton_poi_fused_add_0,{'x': 1048576},6.4799999999999995,XBLOCK=1024 num_warps=8,0
triton_poi_fused_add_0,{'x': 131072},6.56,XBLOCK=512 num_warps=4,0
triton_poi_fused_add_0,{'x': 16384},6.56,XBLOCK=256 num_warps=4,0
triton_poi_fused_add_0,{'x': 16777216},30.401,XBLOCK=1024 num_warps=4,0
triton_poi_fused_add_0,{'x': 2097152},7.0,XBLOCK=512 num_warps=8,0
triton_poi_fused_add_0,{'x': 262144},6.56,XBLOCK=512 num_warps=8,0
triton_poi_fused_add_0,{'x': 32768},6.56,XBLOCK=1024 num_warps=8,0
triton_poi_fused_add_0,{'x': 4096},6.159999999999999,XBLOCK=128 num_warps=2,0
triton_poi_fused_add_0,{'x': 4194304},10.16,XBLOCK=512 num_warps=1,0
triton_poi_fused_add_0,{'x': 512},6.4799999999999995,XBLOCK=256 num_warps=4,0
triton_poi_fused_add_0,{'x': 65536},6.44,XBLOCK=512 num_warps=2,0
triton_poi_fused_add_0,{'x': 67108864},134.843,XBLOCK=1024 num_warps=8,0
triton_poi_fused_add_0,{'x': 8388608},15.280999999999999,XBLOCK=1024 num_warps=4,0
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 1048576},11.520000000000001,XBLOCK=2048 num_warps=4,0
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 262144},10.56,XBLOCK=512 num_warps=2,0
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 32768},11.32,XBLOCK=256 num_warps=1,0
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 4194304},14.001,XBLOCK=2048 num_warps=4,0
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 1048576},13.801,XBLOCK=2048 num_warps=2,0
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 65536},13.559999999999999,XBLOCK=512 num_warps=8,0
triton_poi_fused_add_div_mean_std_sub_3,{'x': 1048576},11.041,XBLOCK=4096 num_warps=8,0
triton_poi_fused_add_div_mean_std_sub_3,{'x': 16777216},41.761,XBLOCK=2048 num_warps=8,0
