kernel_name,size_hints,chosen_us,config,n_spills
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 1, 'r0_': 128}",6.401,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 128}",6.28,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,0
triton_per_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_2,"{'x': 1, 'r0_': 512}",6.4,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",6.44,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 512}",6.561,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 1024, 'r0_': 1024}",7.28,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_add_div_exp_mul_sub_sum_2,"{'x': 512, 'r0_': 512}",6.92,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",6.281,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 512}",6.4,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_exp_sub_sum_3,"{'x': 1, 'r0_': 128}",6.481,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_mean_1,"{'x': 1, 'r0_': 128}",6.44,R0_BLOCK=dyn num_warps=1,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",6.52,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_mean_2,"{'x': 1, 'r0_': 512}",6.4799999999999995,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",6.4799999999999995,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",6.4799999999999995,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",6.6,R0_BLOCK=dyn num_warps=4,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 128}",6.441,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,0
triton_per_fused_std_4,"{'x': 1, 'r0_': 512}",6.44,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,0
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",6.44,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 128}",6.4799999999999995,R0_BLOCK=dyn num_warps=2,0
triton_per_fused_var_6,"{'x': 1, 'r0_': 512}",6.4799999999999995,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 1048576},9.84,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 262144},11.639999999999999,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 32768},9.08,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 65536},11.721,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 1048576},7.44,XBLOCK=256 num_warps=4,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 262144},6.8,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 32768},6.56,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 4194304},14.441,XBLOCK=2048 num_warps=8,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 1048576},7.44,XBLOCK=256 num_warps=4,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 262144},6.8,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 32768},6.56,XBLOCK=512 num_warps=8,0
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 4194304},21.121000000000002,XBLOCK=256 num_warps=4,0
triton_poi_fused_add_0,{'x': 1048576},6.84,XBLOCK=512 num_warps=8,0
triton_poi_fused_add_0,{'x': 131072},6.720000000000001,XBLOCK=2048 num_warps=8,0
