kernel_name,size_hints,a_us,b_us,speedup_BoverA,a_config,b_config,config_changed
triton_poi_fused_tanh_0,{'x': 67108864},185.845,124.96300000000001,1.4872,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=4,yes
triton_poi_fused_gelu_0,{'x': 67108864},189.48499999999999,128.404,1.4757,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=4,yes
triton_poi_fused_tanh_0,{'x': 16777216},44.561,37.281,1.1953,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=4,yes
triton_poi_fused_add_mul_permute_0,"{'y': 128, 'x': 16384}",24.721,20.84,1.1862,XBLOCK=64 YBLOCK=64 num_warps=8,XBLOCK=64 YBLOCK=64 num_warps=8,no
triton_red_fused_add_gelu_mean_mul_std_0,"{'x': 32, 'r0_': 8192}",26.681,23.12,1.154,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_tanh_0,"{'x': 32, 'r0_': 8192}",34.601,30.64,1.1293,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_leaky_relu_0,{'x': 8388608},28.001,25.361,1.1041,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_red_fused_var_5,"{'x': 4, 'r0_': 8192}",20.48,18.759999999999998,1.0917,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 1048576},35.441,32.52,1.0898,XBLOCK=1024 num_warps=8,XBLOCK=1024 num_warps=8,no
triton_poi_fused_mul_relu_0,{'x': 8388608},27.439999999999998,25.201,1.0888,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",20.32,18.759999999999998,1.0832,R0_BLOCK=dyn num_warps=4,R0_BLOCK=dyn num_warps=4,no
triton_red_fused_add_div_max_mul_0,"{'x': 512, 'r0_': 8192}",27.041,25.160999999999998,1.0747,R0_BLOCK=8192 num_warps=4,R0_BLOCK=8192 num_warps=4,no
triton_red_fused_add_div_mean_mul_var_4,"{'x': 8, 'r0_': 8192}",21.561,20.160999999999998,1.0694,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_add_mul_transpose_0,"{'y': 512, 'x': 512}",22.521,21.12,1.0663,XBLOCK=64 YBLOCK=8 num_warps=8,XBLOCK=64 YBLOCK=8 num_warps=8,no
triton_poi_fused_mul_0,{'x': 67108864},162.805,153.084,1.0635,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=4,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 65536},23.241,21.96,1.0583,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_relu_0,{'x': 8388608},30.48,28.801000000000002,1.0583,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 32768},25.36,24.080000000000002,1.0532,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_mul_0,{'x': 8388608},33.480999999999995,31.881,1.0502,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 512, 'r0_': 8192}",24.601000000000003,23.441,1.0495,R0_BLOCK=8192 num_warps=4,R0_BLOCK=8192 num_warps=4,no
triton_poi_fused_add_gelu_mul_0,{'x': 16384},19.881,19.041,1.0441,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_gelu_mul_0,{'x': 32768},19.84,19.041,1.042,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_div_mul_relu_silu_sqrt_sub_0,{'x': 2097152},26.921,25.841,1.0418,XBLOCK=1024 num_warps=4,XBLOCK=1024 num_warps=4,no
triton_red_fused_std_3,"{'x': 4, 'r0_': 8192}",21.2,20.36,1.0413,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_mul_relu_0,{'x': 4096},18.681,18.04,1.0355,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 32768},22.880000000000003,22.12,1.0344,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 1048576},21.961000000000002,21.24,1.0339,XBLOCK=1024 num_warps=8,XBLOCK=1024 num_warps=8,no
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 1048576},21.961000000000002,21.24,1.0339,XBLOCK=1024 num_warps=8,XBLOCK=1024 num_warps=8,no
triton_poi_fused_add_0,{'x': 67108864},163.44400000000002,158.084,1.0339,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_mul_0,{'x': 16777216},48.721000000000004,47.161,1.0331,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_add_relu_0,{'x': 4194304},25.721,24.921,1.0321,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_red_fused_var_5,"{'x': 512, 'r0_': 8192}",21.160999999999998,20.521,1.0312,R0_BLOCK=8192 num_warps=4,R0_BLOCK=8192 num_warps=4,no
triton_red_fused_mean_std_1,"{'x': 1024, 'r0_': 8192}",30.521,29.601,1.0311,R0_BLOCK=8192 num_warps=4,R0_BLOCK=8192 num_warps=4,no
triton_poi_fused_add_0,{'x': 16384},19.64,19.08,1.0294,XBLOCK=256 num_warps=4,XBLOCK=256 num_warps=4,no
triton_poi_fused_mul_relu_0,{'x': 4194304},21.32,20.721,1.0289,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 128, 'r0_': 8192}",30.441,29.601,1.0284,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_red_fused_add_div_exp_mul_sub_sum_2,"{'x': 128, 'r0_': 8192}",20.401,19.84,1.0283,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_add_mul_transpose_0,"{'y': 2048, 'x': 2048}",30.961,30.121,1.0279,XBLOCK=64 YBLOCK=64 num_warps=8,XBLOCK=64 YBLOCK=64 num_warps=8,no
triton_red_fused_std_3,"{'x': 1, 'r0_': 2048}",19.201,18.68,1.0279,R0_BLOCK=2048 num_warps=4,R0_BLOCK=2048 num_warps=4,no
triton_poi_fused_add_gelu_mul_0,{'x': 65536},19.681,19.161,1.0271,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_silu_0,{'x': 512},19.161,18.681,1.0257,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_0,{'x': 4194304},25.96,25.32,1.0253,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_gelu_0,{'x': 2097152},19.48,19.001,1.0252,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_red_fused_add_div_exp_mul_sub_sum_2,"{'x': 8, 'r0_': 8192}",19.721,19.24,1.025,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_red_fused_mean_2,"{'x': 1, 'r0_': 2048}",113.203,110.483,1.0246,R0_BLOCK=2048 num_warps=4,R0_BLOCK=2048 num_warps=4,no
triton_per_fused_var_5,"{'x': 1, 'r0_': 128}",19.08,18.641000000000002,1.0236,R0_BLOCK=dyn num_warps=1,R0_BLOCK=dyn num_warps=1,no
triton_red_fused_add_gelu_mean_mul_std_0,"{'x': 128, 'r0_': 8192}",24.281,23.721,1.0236,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 4096}",22.921,22.4,1.0233,XBLOCK=64 YBLOCK=32 num_warps=8,XBLOCK=64 YBLOCK=32 num_warps=8,no
triton_per_fused_std_2,"{'x': 1, 'r0_': 128}",18.96,18.561,1.0215,R0_BLOCK=dyn num_warps=1,R0_BLOCK=dyn num_warps=1,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 32768},19.801,19.400000000000002,1.0207,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_tanh_0,"{'x': 128, 'r0_': 8192}",88.202,86.523,1.0194,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_gelu_0,{'x': 512},19.041,18.68,1.0193,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_red_fused_add_div_max_mul_0,"{'x': 4, 'r0_': 8192}",19.16,18.801,1.0191,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_mul_relu_0,{'x': 2097152},19.439999999999998,19.081,1.0188,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=4,yes
triton_poi_fused_tanh_0,{'x': 2097152},19.48,19.121,1.0188,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_red_fused_add_div_mean_mul_var_4,"{'x': 128, 'r0_': 8192}",21.72,21.32,1.0188,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_silu_0,{'x': 2097152},19.681,19.321,1.0186,XBLOCK=1024 num_warps=4,XBLOCK=1024 num_warps=8,yes
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",18.801,18.48,1.0174,R0_BLOCK=dyn num_warps=4,R0_BLOCK=dyn num_warps=4,no
triton_poi_fused_silu_0,{'x': 4096},19.241,18.919999999999998,1.017,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_gelu_mul_0,{'x': 8388608},38.961000000000006,38.361,1.0156,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_tanh_0,{'x': 65536},18.961,18.68,1.015,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_mul_relu_0,{'x': 65536},19.041,18.761,1.0149,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_gelu_0,{'x': 4194304},21.961000000000002,21.64,1.0148,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_tanh_0,{'x': 4194304},21.961000000000002,21.641000000000002,1.0148,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_add_relu_0,{'x': 16777216},48.242,47.561,1.0143,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
triton_poi_fused_mul_0,{'x': 4194304},25.761,25.401,1.0142,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_per_fused_var_6,"{'x': 1, 'r0_': 128}",18.919999999999998,18.68,1.0128,R0_BLOCK=dyn num_warps=1,R0_BLOCK=dyn num_warps=1,no
triton_poi_fused_mul_relu_0,{'x': 32768},18.96,18.72,1.0128,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_silu_0,{'x': 262144},18.96,18.72,1.0128,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_add_gelu_mul_0,{'x': 16777216},73.282,72.362,1.0127,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_leaky_relu_0,{'x': 32768},19.12,18.880000000000003,1.0127,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_silu_0,{'x': 131072},19.24,19.0,1.0126,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_add_div_mul_relu_silu_sqrt_sub_0,{'x': 1048576},26.0,25.680999999999997,1.0124,XBLOCK=1024 num_warps=8,XBLOCK=1024 num_warps=8,no
triton_poi_fused_add_gelu_mul_0,{'x': 131072},19.321,19.121,1.0105,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_relu_sigmoid_0,{'x': 32768},19.281,19.08,1.0105,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_tanh_0,{'x': 262144},19.201,19.001,1.0105,XBLOCK=512 num_warps=8,XBLOCK=512 num_warps=8,no
triton_poi_fused_mul_relu_0,{'x': 512},19.441,19.24,1.0104,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_leaky_relu_0,{'x': 2097152},19.560000000000002,19.361,1.0103,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_gelu_0,{'x': 4096},18.880000000000003,18.721,1.0085,XBLOCK=128 num_warps=2,XBLOCK=128 num_warps=2,no
triton_poi_fused_leaky_relu_0,{'x': 16777216},38.281000000000006,37.961,1.0084,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=4,no
