kernel_name,size_hints,a_us,b_us,speedup_BoverA,a_config,b_config,config_changed
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 262144},9.84,6.88,1.4302,XBLOCK=4096 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 1048576},11.641,8.84,1.3169,XBLOCK=1024 num_warps=4,XBLOCK=1024 num_warps=8,yes
triton_poi_fused_add_div_mul_relu_silu_sqrt_sub_0,{'x': 65536},12.961,10.68,1.2136,XBLOCK=8192 waves_per_eu=2 num_warps=4,XBLOCK=128 num_warps=2,yes
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 4096}",9.121,7.52,1.2129,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=32 num_warps=8,yes
triton_poi_fused_add_mul_permute_0,"{'y': 128, 'x': 1024}",8.2,6.760999999999999,1.2128,XBLOCK=1024 YBLOCK=1 num_warps=4,XBLOCK=32 YBLOCK=4 num_warps=2,yes
triton_red_fused_mean_std_1,"{'x': 2048, 'r0_': 8192}",22.801,18.919999999999998,1.2051,XBLOCK=1 R0_BLOCK=2048 num_warps=8,XBLOCK=2 R0_BLOCK=4096 num_warps=4,yes
triton_red_fused_var_5,"{'x': 512, 'r0_': 8192}",9.08,7.6,1.1947,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=4,yes
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 65536},10.72,9.0,1.1911,XBLOCK=4096 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 4, 'r0_': 8192}",15.121,13.241,1.142,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,yes
triton_poi_fused_add_gelu_mul_0,{'x': 131072},7.44,6.56,1.1341,XBLOCK=2048 waves_per_eu=1 num_warps=8,XBLOCK=128 num_warps=2,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 512, 'x': 512}",7.68,6.881,1.1161,XBLOCK=64 YBLOCK=32 num_warps=4,XBLOCK=64 YBLOCK=8 num_warps=8,yes
triton_red_fused_add_div_max_mul_0,"{'x': 8, 'r0_': 8192}",7.4,6.680000000000001,1.1078,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=4096 num_warps=8,yes
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 4, 'r0_': 8192}",8.001,7.24,1.1051,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,yes
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 32, 'r0_': 8192}",8.04,7.36,1.0924,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,yes
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 1048576},12.12,11.12,1.0899,XBLOCK=2048 waves_per_eu=1 num_warps=8,XBLOCK=2048 num_warps=8,yes
triton_red_fused_std_3,"{'x': 512, 'r0_': 8192}",8.92,8.200000000000001,1.0878,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 num_warps=4,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 32768},9.96,9.2,1.0826,XBLOCK=256 num_warps=1,XBLOCK=512 num_warps=8,yes
triton_poi_fused_add_div_mean_std_sub_3,{'x': 262144},11.601,10.72,1.0822,XBLOCK=1024 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_add_gelu_mul_0,{'x': 2097152},7.88,7.32,1.0765,XBLOCK=512 num_warps=4,XBLOCK=512 num_warps=8,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 8192, 'x': 8192}",219.806,204.36499999999998,1.0756,XBLOCK=32 YBLOCK=512 num_warps=4,XBLOCK=128 YBLOCK=128 num_warps=8,yes
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 512, 'r0_': 8192}",10.48,9.84,1.065,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 num_warps=8,yes
triton_poi_fused_mul_relu_0,{'x': 131072},6.72,6.32,1.0633,XBLOCK=8192 waves_per_eu=2 num_warps=4,XBLOCK=1024 num_warps=8,yes
triton_per_fused_std_3,"{'x': 1, 'r0_': 512}",7.12,6.720000000000001,1.0595,XBLOCK=1 num_warps=2,R0_BLOCK=dyn num_warps=4,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 4096, 'x': 4096}",43.641,41.241,1.0582,XBLOCK=128 YBLOCK=32 num_warps=4,XBLOCK=128 YBLOCK=32 num_warps=8,yes
triton_poi_fused_silu_0,{'x': 4194304},8.481,8.041,1.0547,XBLOCK=1024 num_warps=4,XBLOCK=1024 num_warps=4,no
triton_poi_fused_add_mul_permute_0,"{'y': 128, 'x': 4096}",8.64,8.201,1.0535,XBLOCK=128 YBLOCK=16 num_warps=4,XBLOCK=32 YBLOCK=32 num_warps=8,yes
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 4194304},14.36,13.76,1.0436,XBLOCK=2048 waves_per_eu=1 num_warps=8,XBLOCK=2048 num_warps=4,yes
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 262144},10.641,10.200000000000001,1.0432,XBLOCK=512 num_warps=4,XBLOCK=4096 num_warps=4,yes
triton_poi_fused_add_gelu_mul_0,{'x': 32768},6.881,6.6,1.0426,XBLOCK=2048 waves_per_eu=1 num_warps=8,XBLOCK=128 num_warps=2,yes
triton_poi_fused_relu_sigmoid_0,{'x': 32768},6.44,6.2,1.0387,XBLOCK=256 num_warps=1,XBLOCK=512 num_warps=8,yes
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",6.52,6.28,1.0382,XBLOCK=1 num_warps=2,R0_BLOCK=dyn waves_per_eu=2 num_warps=2,yes
triton_red_fused_mean_std_1,"{'x': 512, 'r0_': 8192}",9.36,9.04,1.0354,XBLOCK=1 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 num_warps=4,yes
triton_poi_fused_add_relu_0,{'x': 4194304},9.8,9.48,1.0338,XBLOCK=4096 num_warps=4,XBLOCK=4096 num_warps=4,no
triton_poi_fused_mul_0,{'x': 262144},6.4,6.2,1.0323,XBLOCK=1024 num_warps=4,XBLOCK=1024 num_warps=4,no
triton_poi_fused_leaky_relu_0,{'x': 32768},6.56,6.36,1.0314,XBLOCK=256 num_warps=1,XBLOCK=512 num_warps=8,yes
