kernel_name,size_hints,a_us,b_us,speedup_BoverA,a_config,b_config,config_changed
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 128, 'r0_': 8192}",45.882,16.52,2.7774,XBLOCK=2 R0_BLOCK=2048 waves_per_eu=2 num_warps=4,R0_BLOCK=8192 num_warps=8,yes
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_tanh_0,"{'x': 128, 'r0_': 8192}",49.161,18.72,2.6261,XBLOCK=2 R0_BLOCK=2048 num_warps=4,R0_BLOCK=8192 num_warps=8,yes
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 128, 'r0_': 8192}",17.080000000000002,8.36,2.0431,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=4096 num_warps=8,yes
triton_red_fused_add_gelu_mean_mul_std_0,"{'x': 128, 'r0_': 8192}",19.759999999999998,10.88,1.8162,XBLOCK=2 R0_BLOCK=2048 waves_per_eu=2 num_warps=4,R0_BLOCK=4096 num_warps=8,yes
triton_red_fused_add_div_max_mul_0,"{'x': 128, 'r0_': 8192}",11.84,6.760999999999999,1.7512,XBLOCK=2 R0_BLOCK=2048 num_warps=4,R0_BLOCK=4096 num_warps=8,yes
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 512, 'r0_': 8192}",48.881,28.801000000000002,1.6972,XBLOCK=4 R0_BLOCK=2048 num_warps=8,R0_BLOCK=8192 num_warps=8,yes
triton_red_fused_std_3,"{'x': 128, 'r0_': 8192}",11.92,7.841000000000001,1.5202,XBLOCK=2 R0_BLOCK=2048 num_warps=4,R0_BLOCK=4096 waves_per_eu=2 num_warps=8,yes
triton_red_fused_var_5,"{'x': 128, 'r0_': 8192}",11.799999999999999,7.920999999999999,1.4897,XBLOCK=2 R0_BLOCK=2048 waves_per_eu=2 num_warps=4,R0_BLOCK=4096 waves_per_eu=2 num_warps=8,yes
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 512, 'r0_': 8192}",13.24,10.040000000000001,1.3187,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=8192 num_warps=8,yes
triton_poi_fused_add_div_exp_mean_mul_sqrt_sub_var_7,{'x': 262144},12.520999999999999,9.721,1.288,,,no
triton_red_fused_add_div_exp_mul_sub_sum_2,"{'x': 128, 'r0_': 8192}",9.12,7.2,1.2667,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=4096 num_warps=8,yes
triton_red_fused_add_div_mean_mul_var_4,"{'x': 128, 'r0_': 8192}",10.8,8.64,1.25,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=4096 num_warps=8,yes
triton_poi_fused_add_mul_transpose_0,"{'y': 128, 'x': 128}",7.4,6.52,1.135,,,no
triton_red_fused_mean_std_1,"{'x': 1024, 'r0_': 8192}",16.88,14.92,1.1314,R0_BLOCK=8192 num_warps=4,XBLOCK=2 R0_BLOCK=4096 num_warps=4,yes
triton_poi_fused_add_mul_permute_0,"{'y': 512, 'x': 2048}",9.6,8.56,1.1215,,,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 262144},10.76,9.639999999999999,1.1162,,,no
triton_poi_fused_add_div_mean_std_sub_3,{'x': 1048576},12.040000000000001,10.921,1.1025,,,no
triton_poi_fused_add_mul_transpose_0,"{'y': 512, 'x': 512}",7.56,6.96,1.0862,,,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_3,{'x': 1048576},12.040000000000001,11.161000000000001,1.0788,,,no
triton_red_fused_std_3,"{'x': 512, 'r0_': 8192}",8.6,8.081,1.0642,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=8192 waves_per_eu=2 num_warps=4,yes
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 65536},10.241,9.719999999999999,1.0536,,,no
triton_poi_fused_abs_add_cos_div_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_sub_tanh_5,{'x': 262144},7.24,6.92,1.0462,,,no
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 262144},7.24,6.92,1.0462,,,no
triton_poi_fused_add_div_mean_mul_sqrt_sub_var_6,{'x': 1048576},10.959999999999999,10.481,1.0457,,,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_tanh_1,"{'x': 32, 'r0_': 8192}",15.32,14.681,1.0435,R0_BLOCK=8192 num_warps=8,R0_BLOCK=2048 num_warps=8,yes
triton_red_fused_var_5,"{'x': 512, 'r0_': 8192}",8.319999999999999,8.040000000000001,1.0348,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=8192 waves_per_eu=2 num_warps=4,yes
triton_red_fused_mean_std_1,"{'x': 2048, 'r0_': 8192}",19.400000000000002,18.761,1.0341,XBLOCK=2 R0_BLOCK=4096 num_warps=4,XBLOCK=2 R0_BLOCK=4096 num_warps=4,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_tanh_0,"{'x': 32, 'r0_': 8192}",17.919999999999998,17.36,1.0323,R0_BLOCK=8192 num_warps=8,R0_BLOCK=2048 num_warps=8,yes
triton_red_fused_add_gelu_mean_mul_std_0,"{'x': 32, 'r0_': 8192}",10.68,10.36,1.0309,R0_BLOCK=8192 num_warps=8,R0_BLOCK=2048 num_warps=8,yes
triton_poi_fused_abs_add_cos_exp_gelu_mul_neg_relu_sigmoid_sin_sqrt_tanh_0,{'x': 4194304},21.6,21.000999999999998,1.0285,,,no
triton_poi_fused_relu_sigmoid_0,{'x': 16384},6.4799999999999995,6.32,1.0253,,,no
triton_poi_fused_relu_sigmoid_0,{'x': 16777216},22.401,21.88,1.0238,,,no
triton_poi_fused_mul_0,{'x': 2097152},7.4799999999999995,7.32,1.0219,,,no
triton_per_fused_add_div_max_mul_1,"{'x': 1, 'r0_': 128}",6.44,6.32,1.019,R0_BLOCK=dyn num_warps=1,R0_BLOCK=dyn num_warps=2,yes
triton_per_fused_mean_2,"{'x': 1, 'r0_': 1024}",6.52,6.401,1.0186,R0_BLOCK=dyn num_warps=4,R0_BLOCK=dyn num_warps=4,no
triton_poi_fused_add_mul_permute_0,"{'y': 32, 'x': 1024}",8.8,8.64,1.0185,,,no
triton_poi_fused_add_relu_0,{'x': 65536},6.56,6.441,1.0185,,,no
triton_poi_fused_silu_0,{'x': 65536},6.680000000000001,6.56,1.0183,,,no
triton_poi_fused_leaky_relu_0,{'x': 16777216},21.961000000000002,21.6,1.0167,,,no
triton_poi_fused_add_mul_transpose_0,"{'y': 2048, 'x': 2048}",15.161000000000001,14.921,1.0161,,,no
triton_poi_fused_add_div_mean_std_sub_4,{'x': 8388608},11.92,11.76,1.0136,,,no
triton_per_fused_std_3,"{'x': 1, 'r0_': 1024}",6.44,6.36,1.0126,R0_BLOCK=dyn num_warps=2,R0_BLOCK=dyn waves_per_eu=2 num_warps=4,yes
triton_per_fused_add_div_exp_mean_mul_sub_4,"{'x': 1, 'r0_': 128}",6.4799999999999995,6.4,1.0125,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,R0_BLOCK=dyn waves_per_eu=2 num_warps=1,no
triton_poi_fused_relu_sigmoid_0,{'x': 8388608},13.2,13.041,1.0122,,,no
triton_poi_fused_gelu_0,{'x': 131072},6.720000000000001,6.64,1.012,,,no
triton_poi_fused_add_relu_0,{'x': 67108864},137.324,135.92399999999998,1.0103,,,no
triton_poi_fused_add_mul_permute_0,"{'y': 256, 'x': 65536}",42.441,42.041000000000004,1.0095,,,no
triton_poi_fused_mul_relu_0,{'x': 8388608},12.8,12.68,1.0095,,,no
triton_poi_fused_tanh_0,{'x': 8388608},13.520000000000001,13.4,1.009,,,no
triton_red_fused_mean_std_1,"{'x': 512, 'r0_': 8192}",9.0,8.920000000000002,1.009,XBLOCK=2 R0_BLOCK=4096 num_warps=4,R0_BLOCK=8192 waves_per_eu=2 num_warps=4,yes
triton_poi_fused_tanh_0,{'x': 16777216},22.52,22.321,1.0089,,,no
triton_poi_fused_add_relu_0,{'x': 4194304},10.28,10.201,1.0077,,,no
triton_poi_fused_add_gelu_mul_0,{'x': 16777216},70.322,69.802,1.0074,,,no
triton_red_fused_abs_add_cos_exp_gelu_mean_mul_neg_relu_sigmoid_sin_sqrt_std_tanh_0,"{'x': 4, 'r0_': 8192}",17.840000000000003,17.72,1.0068,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 num_warps=8,no
triton_poi_fused_add_div_mean_std_sub_4,{'x': 16777216},41.921,41.641,1.0067,,,no
triton_poi_fused_add_0,{'x': 512},6.52,6.4799999999999995,1.0062,,,no
triton_poi_fused_add_relu_0,{'x': 131072},6.6,6.56,1.0061,,,no
triton_poi_fused_mul_0,{'x': 65536},6.64,6.6,1.0061,,,no
triton_poi_fused_silu_0,{'x': 32768},6.44,6.401,1.0061,,,no
triton_poi_fused_silu_0,{'x': 8388608},13.12,13.04,1.0061,,,no
triton_red_fused_var_5,"{'x': 32, 'r0_': 8192}",6.64,6.6,1.0061,R0_BLOCK=8192 num_warps=8,R0_BLOCK=2048 num_warps=8,yes
triton_poi_fused_relu_sigmoid_0,{'x': 65536},6.720000000000001,6.681,1.0058,,,no
triton_red_fused_add_div_exp_mean_mul_sub_3,"{'x': 4, 'r0_': 8192}",7.201,7.161,1.0056,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,no
triton_poi_fused_add_0,{'x': 2097152},7.36,7.321000000000001,1.0053,,,no
triton_poi_fused_gelu_0,{'x': 2097152},7.4799999999999995,7.441,1.0052,,,no
triton_red_fused_std_3,"{'x': 4, 'r0_': 8192}",7.84,7.801,1.005,R0_BLOCK=8192 num_warps=8,R0_BLOCK=8192 waves_per_eu=2 num_warps=8,yes
triton_poi_fused_add_gelu_mul_0,{'x': 4194304},17.28,17.2,1.0047,,,no
